line,id,N,E,Z,alt,TxRoll,TxPitch,TxYaw,RxRoll,RxPith,RxYaw,Off[0],Off[1],Off[2],Off[3],Off[4],Off[5],Off[6],Off[7],Off[8],Off[9],Off[10],Off[11],Off[12],Off[13],Off[14],Off[15],Off[16],Off[17],Off[18],Off[19],Off[20],Off[21],Off[22],Off[23],Off[24],Off[25],Off[26],Off[27],Off[28],Off[29],Off[30],Off[31],Off[32],Off[33]
100101,     171.0,  431561.5,4194507.5, 2305.5, 26.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 7.1097e-11, 4.5586e-11, 2.9228e-11, 1.8374e-11, 1.1421e-11, 7.0180e-12, 4.3114e-12, 2.7283e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     172.0,  431589.3,4194514.0, 2305.4, 26.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 7.0160e-11, 4.4909e-11, 2.9043e-11, 1.8584e-11, 1.1557e-11, 7.1334e-12, 4.4186e-12, 2.8363e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     173.0,  431617.5,4194522.0, 2305.6, 27.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.8831e-11, 4.4149e-11, 2.8647e-11, 1.8341e-11, 1.1590e-11, 7.2071e-12, 4.5404e-12, 2.9124e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     174.0,  431646.5,4194530.5, 2306.0, 27.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.7835e-11, 4.3517e-11, 2.8352e-11, 1.8259e-11, 1.1501e-11, 7.2270e-12, 4.5709e-12, 2.9349e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     175.0,  431672.2,4194539.5, 2305.7, 28.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.6090e-11, 4.2764e-11, 2.7881e-11, 1.8023e-11, 1.1443e-11, 7.3023e-12, 4.5607e-12, 2.9505e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     176.0,  431697.9,4194550.0, 2305.3, 28.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.4588e-11, 4.1670e-11, 2.7184e-11, 1.7500e-11, 1.1122e-11, 6.9451e-12, 4.4154e-12, 2.8624e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     177.0,  431724.4,4194561.0, 2305.6, 29.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.3088e-11, 4.0545e-11, 2.6386e-11, 1.6930e-11, 1.0697e-11, 6.7250e-12, 4.2762e-12, 2.7304e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     178.0,  431752.0,4194572.5, 2306.0, 29.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.1474e-11, 3.9442e-11, 2.5515e-11, 1.6304e-11, 1.0277e-11, 6.3462e-12, 4.1054e-12, 2.5935e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     179.0,  431780.9,4194584.0, 2306.3, 29.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.9481e-11, 3.8310e-11, 2.4734e-11, 1.5720e-11, 9.8586e-12, 6.0997e-12, 3.9403e-12, 2.4821e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     180.0,  431808.7,4194593.5, 2306.6, 29.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.8519e-11, 3.7532e-11, 2.4169e-11, 1.5307e-11, 9.6598e-12, 6.0217e-12, 3.7873e-12, 2.3827e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     181.0,  431836.4,4194602.0, 2306.9, 29.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.7899e-11, 3.6942e-11, 2.3779e-11, 1.5123e-11, 9.6323e-12, 6.0365e-12, 3.8136e-12, 2.4039e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     182.0,  431864.5,4194611.0, 2307.0, 29.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.7711e-11, 3.6521e-11, 2.3624e-11, 1.5071e-11, 9.6295e-12, 6.0792e-12, 3.8593e-12, 2.4579e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     183.0,  431892.2,4194620.5, 2307.0, 29.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.7840e-11, 3.6521e-11, 2.3539e-11, 1.5055e-11, 9.6159e-12, 6.1016e-12, 3.9284e-12, 2.5224e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     184.0,  431919.6,4194630.0, 2306.9, 28.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.7994e-11, 3.6529e-11, 2.3506e-11, 1.5107e-11, 9.5995e-12, 6.1242e-12, 3.9765e-12, 2.5590e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     185.0,  431946.7,4194640.5, 2306.9, 28.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.7970e-11, 3.6369e-11, 2.3276e-11, 1.5016e-11, 9.5507e-12, 6.1110e-12, 3.9617e-12, 2.5448e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     186.0,  431973.0,4194651.0, 2306.5, 28.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.7477e-11, 3.5516e-11, 2.2717e-11, 1.4731e-11, 9.3568e-12, 6.0144e-12, 3.7576e-12, 2.4342e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     187.0,  431998.4,4194662.0, 2306.1, 29.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.5815e-11, 3.4215e-11, 2.1786e-11, 1.4255e-11, 9.0619e-12, 5.7992e-12, 3.6427e-12, 2.3559e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     188.0,  432023.7,4194672.5, 2306.3, 30.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.3272e-11, 3.3514e-11, 2.1366e-11, 1.3676e-11, 8.7215e-12, 5.5818e-12, 3.5514e-12, 2.2787e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     189.0,  432049.7,4194682.5, 2306.6, 31.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.1367e-11, 3.2266e-11, 2.0706e-11, 1.3235e-11, 8.4966e-12, 5.4548e-12, 3.4692e-12, 2.2004e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     190.0,  432076.8,4194692.5, 2307.0, 32.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.9922e-11, 3.1335e-11, 2.0096e-11, 1.2788e-11, 8.2345e-12, 5.2554e-12, 3.3210e-12, 2.0954e-12, 1.3264e-12, 8.6588e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     191.0,  432104.8,4194702.5, 2307.3, 32.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.9148e-11, 3.0777e-11, 1.9691e-11, 1.2492e-11, 7.9957e-12, 5.0997e-12, 3.2600e-12, 2.0645e-12, 1.3052e-12, 8.9881e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     192.0,  432132.5,4194712.5, 2307.2, 32.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.8809e-11, 3.0609e-11, 1.9500e-11, 1.2406e-11, 8.0178e-12, 5.1123e-12, 3.2932e-12, 2.1174e-12, 1.3808e-12, 9.3887e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     193.0,  432159.2,4194723.0, 2307.2, 32.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.9501e-11, 3.0753e-11, 1.9533e-11, 1.2414e-11, 8.0421e-12, 5.1025e-12, 3.3120e-12, 2.1306e-12, 1.4113e-12, 9.4856e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     194.0,  432185.7,4194734.0, 2307.6, 32.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.0745e-11, 3.1242e-11, 1.9805e-11, 1.2764e-11, 8.1529e-12, 5.2349e-12, 3.3481e-12, 2.1258e-12, 1.3990e-12, 9.3161e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     195.0,  432213.4,4194746.0, 2307.3, 31.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.2171e-11, 3.2351e-11, 2.0254e-11, 1.3032e-11, 8.3196e-12, 5.3641e-12, 3.4865e-12, 2.2019e-12, 1.4343e-12, 9.6564e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     196.0,  432238.0,4194755.5, 2307.1, 31.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.3313e-11, 3.2910e-11, 2.0679e-11, 1.3251e-11, 8.4172e-12, 5.4145e-12, 3.4832e-12, 2.2608e-12, 1.4701e-12, 1.0014e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     197.0,  432262.7,4194765.0, 2307.3, 31.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.4210e-11, 3.3368e-11, 2.1067e-11, 1.3360e-11, 8.4259e-12, 5.3778e-12, 3.4309e-12, 2.2004e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     198.0,  432288.4,4194775.0, 2307.8, 32.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.4743e-11, 3.3647e-11, 2.1357e-11, 1.3435e-11, 8.4040e-12, 5.3445e-12, 3.3603e-12, 2.1188e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     199.0,  432314.7,4194785.5, 2307.9, 32.2, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.5122e-11, 3.3908e-11, 2.1575e-11, 1.3533e-11, 8.4700e-12, 5.3490e-12, 3.3280e-12, 2.0698e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     200.0,  432341.9,4194797.0, 2308.0, 32.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.5560e-11, 3.4652e-11, 2.1906e-11, 1.3689e-11, 8.5592e-12, 5.3565e-12, 3.2668e-12, 2.0292e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     201.0,  432369.5,4194809.0, 2308.0, 31.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.6556e-11, 3.5478e-11, 2.2417e-11, 1.4077e-11, 8.7099e-12, 5.4176e-12, 3.3050e-12, 2.0157e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     202.0,  432395.6,4194820.5, 2308.0, 31.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.8053e-11, 3.5926e-11, 2.2722e-11, 1.4262e-11, 8.7822e-12, 5.6506e-12, 3.4361e-12, 2.0921e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     203.0,  432423.2,4194832.0, 2308.4, 30.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.0508e-11, 3.7658e-11, 2.3987e-11, 1.5170e-11, 9.2919e-12, 5.9472e-12, 3.6381e-12, 2.2227e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     204.0,  432450.9,4194843.0, 2308.7, 29.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.2600e-11, 3.9324e-11, 2.5195e-11, 1.6078e-11, 1.0247e-11, 6.1451e-12, 3.7736e-12, 2.2585e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     205.0,  432478.1,4194853.5, 2308.5, 29.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.4235e-11, 4.0478e-11, 2.6168e-11, 1.6820e-11, 1.0776e-11, 6.4705e-12, 3.9995e-12, 2.4133e-12, 1.5057e-12, 9.3503e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     206.0,  432505.2,4194864.0, 2308.1, 29.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.4815e-11, 4.0689e-11, 2.6358e-11, 1.7002e-11, 1.0826e-11, 6.7140e-12, 4.1225e-12, 2.4903e-12, 1.5493e-12, 9.2971e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
