line,id,N,E,Z,alt,TxRoll,TxPitch,TxYaw,RxRoll,RxPith,RxYaw,Off[0],Off[1],Off[2],Off[3],Off[4],Off[5],Off[6],Off[7],Off[8],Off[9],Off[10],Off[11],Off[12],Off[13],Off[14],Off[15],Off[16],Off[17],Off[18],Off[19],Off[20],Off[21],Off[22],Off[23],Off[24],Off[25]
100101,     172.0,  431589.3,4194514.0, 2305.4, 26.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 8.1437e-09, 6.1130e-09, 4.2151e-09, 2.6080e-09, 1.5986e-09, 9.9050e-10, 6.1951e-10, 3.9462e-10, 2.5958e-10, 1.6673e-10, 1.0966e-10, 7.9442e-11, 5.2995e-11, 3.5701e-11, 2.1128e-11, 1.3962e-11, 9.0842e-12,        NaN,        NaN,        NaN,        NaN
100101,     173.0,  431617.5,4194522.0, 2305.6, 27.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 8.0607e-09, 5.9619e-09, 4.1208e-09, 2.5921e-09, 1.5711e-09, 9.8189e-10, 6.1761e-10, 3.8822e-10, 2.5225e-10, 1.6413e-10, 1.0533e-10, 7.6894e-11, 5.2772e-11, 3.4014e-11, 2.0588e-11, 1.3357e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     174.0,  431646.5,4194530.5, 2306.0, 27.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.9606e-09, 5.8678e-09, 4.0867e-09, 2.5390e-09, 1.5556e-09, 9.6137e-10, 6.1137e-10, 3.8529e-10, 2.4468e-10, 1.6286e-10, 1.0746e-10, 7.6304e-11, 5.0518e-11, 3.2709e-11, 2.0516e-11, 1.2063e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     175.0,  431672.2,4194539.5, 2305.7, 28.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.7487e-09, 5.8033e-09, 4.0004e-09, 2.4835e-09, 1.5265e-09, 9.5317e-10, 6.0828e-10, 3.8240e-10, 2.4132e-10, 1.5576e-10, 1.0313e-10, 7.5432e-11, 4.8880e-11, 3.1617e-11, 1.9980e-11, 1.2085e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     176.0,  431697.9,4194550.0, 2305.3, 28.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.5460e-09, 5.6516e-09, 3.9138e-09, 2.3959e-09, 1.5011e-09, 9.2669e-10, 5.8683e-10, 3.7792e-10, 2.3939e-10, 1.5118e-10, 1.0170e-10, 7.4935e-11, 4.7219e-11, 3.1372e-11, 1.9405e-11, 1.1036e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     177.0,  431724.4,4194561.0, 2305.6, 29.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.2766e-09, 5.4896e-09, 3.8304e-09, 2.3627e-09, 1.4648e-09, 9.0141e-10, 5.6606e-10, 3.6350e-10, 2.3912e-10, 1.4790e-10, 9.9892e-11, 7.2480e-11, 4.6220e-11, 2.9337e-11, 1.9042e-11, 1.1469e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     178.0,  431752.0,4194572.5, 2306.0, 29.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.0029e-09, 5.3433e-09, 3.6892e-09, 2.3341e-09, 1.4300e-09, 8.8439e-10, 5.5959e-10, 3.6237e-10, 2.3803e-10, 1.4683e-10, 9.9211e-11, 7.1473e-11, 4.4751e-11, 2.9772e-11, 1.9283e-11, 1.1876e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     179.0,  431780.9,4194584.0, 2306.3, 29.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.9433e-09, 5.2531e-09, 3.6553e-09, 2.3134e-09, 1.4143e-09, 8.7647e-10, 5.5587e-10, 3.5755e-10, 2.4132e-10, 1.4772e-10, 9.6305e-11, 6.9682e-11, 4.4506e-11, 2.9766e-11, 1.9864e-11, 1.1757e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     180.0,  431808.7,4194593.5, 2306.6, 29.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.8797e-09, 5.1170e-09, 3.6385e-09, 2.3060e-09, 1.4131e-09, 8.7022e-10, 5.6120e-10, 3.5572e-10, 2.3482e-10, 1.4971e-10, 9.7476e-11, 6.7880e-11, 4.3851e-11, 2.9349e-11, 1.8959e-11, 1.1444e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     181.0,  431836.4,4194602.0, 2306.9, 29.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.8992e-09, 5.1768e-09, 3.6864e-09, 2.3023e-09, 1.4251e-09, 8.6558e-10, 5.6990e-10, 3.6464e-10, 2.3350e-10, 1.5325e-10, 9.7214e-11, 6.6549e-11, 4.1940e-11, 2.8848e-11, 1.8842e-11, 1.2256e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     182.0,  431864.5,4194611.0, 2307.0, 29.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.0583e-09, 5.3274e-09, 3.7705e-09, 2.3359e-09, 1.4435e-09, 8.9243e-10, 5.6825e-10, 3.6731e-10, 2.3193e-10, 1.5383e-10, 9.7608e-11, 6.6105e-11, 4.2889e-11, 2.8002e-11, 1.8231e-11, 1.1693e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     183.0,  431892.2,4194620.5, 2307.0, 29.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.3846e-09, 5.5569e-09, 3.8888e-09, 2.4380e-09, 1.4932e-09, 9.1644e-10, 5.8453e-10, 3.7473e-10, 2.3090e-10, 1.5137e-10, 9.5410e-11, 6.3928e-11, 4.2175e-11, 2.7873e-11, 1.8298e-11, 1.2055e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     184.0,  431919.6,4194630.0, 2306.9, 28.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.7133e-09, 5.7942e-09, 4.0732e-09, 2.5368e-09, 1.5347e-09, 9.4243e-10, 5.9799e-10, 3.7672e-10, 2.3013e-10, 1.5081e-10, 9.6305e-11, 6.2805e-11, 4.0479e-11, 2.6928e-11, 1.6717e-11, 1.1318e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     185.0,  431946.7,4194640.5, 2306.9, 28.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.9236e-09, 5.8958e-09, 4.1518e-09, 2.5787e-09, 1.5668e-09, 9.6968e-10, 6.0462e-10, 3.7712e-10, 2.3245e-10, 1.4971e-10, 9.4155e-11, 6.0918e-11, 3.9580e-11, 2.6067e-11, 1.6113e-11, 1.0931e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     186.0,  431973.0,4194651.0, 2306.5, 28.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.9113e-09, 6.0636e-09, 4.1832e-09, 2.5676e-09, 1.5768e-09, 9.4957e-10, 6.0220e-10, 3.7196e-10, 2.3090e-10, 1.4898e-10, 9.1845e-11, 5.7975e-11, 3.8544e-11, 2.5478e-11, 1.5330e-11, 1.0464e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     187.0,  431998.4,4194662.0, 2306.1, 29.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.5121e-09, 5.6559e-09, 3.9233e-09, 2.5046e-09, 1.4497e-09, 9.2325e-10, 5.7322e-10, 3.5791e-10, 2.2510e-10, 1.4100e-10, 8.8162e-11, 5.4308e-11, 3.9120e-11, 2.4709e-11, 1.5806e-11, 1.0910e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     188.0,  432023.7,4194672.5, 2306.3, 30.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.1609e-09, 5.4279e-09, 3.7324e-09, 2.4138e-09, 1.4131e-09, 8.7334e-10, 5.4959e-10, 3.4438e-10, 2.1978e-10, 1.3728e-10, 8.4512e-11, 5.5486e-11, 3.7853e-11, 2.4763e-11, 1.6584e-11, 1.0112e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     189.0,  432049.7,4194682.5, 2306.6, 31.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.6164e-09, 4.9690e-09, 3.4672e-09, 2.2198e-09, 1.3498e-09, 8.2705e-10, 5.3095e-10, 3.3726e-10, 2.1766e-10, 1.4133e-10, 8.4305e-11, 5.3734e-11, 3.6981e-11, 2.3926e-11, 1.6066e-11, 9.9361e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     190.0,  432076.8,4194692.5, 2307.0, 32.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.1902e-09, 4.7551e-09, 3.3137e-09, 2.1209e-09, 1.2993e-09, 8.0884e-10, 5.0557e-10, 3.3298e-10, 2.1018e-10, 1.3712e-10, 8.1397e-11, 5.5188e-11, 3.6925e-11, 2.4534e-11, 1.7145e-11, 9.5829e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     191.0,  432104.8,4194702.5, 2307.3, 32.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 5.9575e-09, 4.6935e-09, 3.2666e-09, 2.0844e-09, 1.2859e-09, 7.8931e-10, 5.1196e-10, 3.2975e-10, 2.0778e-10, 1.3447e-10, 7.9488e-11, 5.4380e-11, 3.6358e-11, 2.4971e-11, 1.7790e-11,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     192.0,  432132.5,4194712.5, 2307.2, 32.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.0269e-09, 4.6333e-09, 3.2689e-09, 2.0970e-09, 1.2890e-09, 7.9730e-10, 5.1149e-10, 3.3331e-10, 2.0208e-10, 1.3311e-10, 7.8561e-11, 5.4599e-11, 3.7308e-11, 2.3561e-11, 1.6705e-11, 8.8577e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     193.0,  432159.2,4194723.0, 2307.2, 32.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.1537e-09, 4.6680e-09, 3.2971e-09, 2.1177e-09, 1.2859e-09, 8.1716e-10, 5.1800e-10, 3.3726e-10, 2.1195e-10, 1.3586e-10, 8.0433e-11, 5.5039e-11, 3.6747e-11, 2.3026e-11, 1.5935e-11, 8.5210e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     194.0,  432185.7,4194734.0, 2307.6, 32.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.4647e-09, 4.9201e-09, 3.4039e-09, 2.1569e-09, 1.3236e-09, 8.3424e-10, 5.4598e-10, 3.3760e-10, 2.2002e-10, 1.3074e-10, 8.4202e-11, 5.2617e-11, 3.6467e-11, 2.2354e-11, 1.4661e-11, 8.0076e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     195.0,  432213.4,4194746.0, 2307.3, 31.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.6853e-09, 5.1022e-09, 3.5245e-09, 2.2146e-09, 1.3542e-09, 8.5492e-10, 5.5482e-10, 3.4542e-10, 2.2290e-10, 1.3839e-10, 8.6412e-11, 5.4020e-11, 3.8544e-11, 2.3007e-11, 1.4991e-11, 7.8442e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     196.0,  432238.0,4194755.5, 2307.1, 31.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.8894e-09, 5.2531e-09, 3.6301e-09, 2.3153e-09, 1.3734e-09, 8.7569e-10, 5.6825e-10, 3.5536e-10, 2.3013e-10, 1.3920e-10, 9.1135e-11, 5.3031e-11, 3.8466e-11, 2.3161e-11, 1.3560e-11, 8.6568e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     197.0,  432262.7,4194765.0, 2307.3, 31.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.9730e-09, 5.2185e-09, 3.6750e-09, 2.3115e-09, 1.3988e-09, 8.8041e-10, 5.7322e-10, 3.5681e-10, 2.2885e-10, 1.4577e-10, 9.8404e-11, 5.5637e-11, 3.9492e-11, 2.3608e-11, 1.4275e-11, 8.8658e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     198.0,  432288.4,4194775.0, 2307.8, 32.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.8123e-09, 5.1692e-09, 3.6080e-09, 2.2894e-09, 1.3906e-09, 8.7726e-10, 5.5534e-10, 3.5718e-10, 2.3142e-10, 1.4559e-10, 9.8538e-11, 5.7814e-11, 3.8737e-11, 2.4353e-11, 1.5239e-11, 8.8075e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     199.0,  432314.7,4194785.5, 2307.9, 32.2, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.7038e-09, 5.0116e-09, 3.5009e-09, 2.2146e-09, 1.3654e-09, 8.7334e-10, 5.5167e-10, 3.6013e-10, 2.2885e-10, 1.4971e-10, 9.8270e-11, 5.8056e-11, 3.8580e-11, 2.5687e-11, 1.6069e-11, 9.1088e-12,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     200.0,  432341.9,4194797.0, 2308.0, 32.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5577e-09, 4.9270e-09, 3.4290e-09, 2.2025e-09, 1.3609e-09, 8.7256e-10, 5.5272e-10, 3.6013e-10, 2.3455e-10, 1.4989e-10, 9.7872e-11, 6.0569e-11, 3.9442e-11, 2.5953e-11, 1.7604e-11, 1.0185e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     201.0,  432369.5,4194809.0, 2308.0, 31.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.6945e-09, 4.9620e-09, 3.4672e-09, 2.2180e-09, 1.3745e-09, 8.9000e-10, 5.6227e-10, 3.6013e-10, 2.3885e-10, 1.5137e-10, 9.8005e-11, 6.1536e-11, 3.8111e-11, 2.6419e-11, 1.8228e-11, 1.0423e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     202.0,  432395.6,4194820.5, 2308.0, 31.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 6.9285e-09, 5.2185e-09, 3.6053e-09, 2.3246e-09, 1.4336e-09, 9.0141e-10, 5.7100e-10, 3.5939e-10, 2.4215e-10, 1.5193e-10, 9.9211e-11, 6.4023e-11, 3.9517e-11, 2.6219e-11, 1.9066e-11, 1.2015e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     203.0,  432423.2,4194832.0, 2308.4, 30.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.0939e-09, 5.3712e-09, 3.6978e-09, 2.5152e-09, 1.5626e-09, 9.5317e-10, 6.1951e-10, 3.7792e-10, 2.4554e-10, 1.5694e-10, 1.0459e-10, 6.5865e-11, 4.3191e-11, 2.6913e-11, 2.0816e-11, 1.2324e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     204.0,  432450.9,4194843.0, 2308.7, 29.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 7.9668e-09, 6.0734e-09, 4.3391e-09, 2.7483e-09, 1.6877e-09, 1.0111e-09, 6.5256e-10, 3.9636e-10, 2.6052e-10, 1.6651e-10, 1.0669e-10, 6.9062e-11, 4.4705e-11, 2.8017e-11, 2.0417e-11, 1.3166e-11,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     205.0,  432478.1,4194853.5, 2308.5, 29.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 8.7734e-09, 6.7981e-09, 4.7242e-09, 2.9290e-09, 1.8213e-09, 1.0587e-09, 6.8118e-10, 4.3296e-10, 2.6630e-10, 1.6850e-10, 1.0808e-10, 7.3474e-11, 4.7916e-11, 2.9310e-11, 2.2241e-11, 1.4455e-11, 8.8914e-12,        NaN,        NaN,        NaN,        NaN
100101,     206.0,  432505.2,4194864.0, 2308.1, 29.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 9.1428e-09, 7.0871e-09, 4.8027e-09, 2.9908e-09, 1.8305e-09, 1.0807e-09, 6.8640e-10, 4.3961e-10, 2.7537e-10, 1.7613e-10, 1.1096e-10, 7.6202e-11, 4.8747e-11, 3.1180e-11, 2.2287e-11, 1.4309e-11, 8.7611e-12,        NaN,        NaN,        NaN,        NaN
100101,     207.0,  432532.2,4194873.5, 2308.1, 29.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 1.0000e-08, 7.5360e-09, 5.1350e-09, 3.1366e-09, 1.9067e-09, 1.1114e-09, 6.9475e-10, 4.4590e-10, 2.8063e-10, 1.7758e-10, 1.1328e-10, 7.6189e-11, 5.0697e-11, 3.0928e-11, 2.2443e-11, 1.4462e-11, 9.0053e-12,        NaN,        NaN,        NaN,        NaN
100101,     208.0,  432560.2,4194882.5, 2308.4, 29.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 1.0906e-08, 8.1456e-09, 5.4907e-09, 3.2946e-09, 2.0117e-09, 1.1611e-09, 7.1195e-10, 4.5343e-10, 2.8063e-10, 1.7565e-10, 1.1379e-10, 7.7088e-11, 5.2072e-11, 3.3012e-11, 2.2251e-11, 1.4558e-11, 8.8675e-12,        NaN,        NaN,        NaN,        NaN
100101,     209.0,  432588.2,4194891.0, 2308.8, 29.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN, 1.1717e-08, 8.7056e-09, 5.8709e-09, 3.5675e-09, 2.0668e-09, 1.2011e-09, 7.2988e-10, 4.5125e-10, 2.8242e-10, 1.7423e-10, 1.1311e-10, 7.7545e-11, 4.9885e-11, 3.3654e-11, 2.1841e-11, 1.3619e-11, 9.2559e-12,        NaN,        NaN,        NaN,        NaN
